kod,obor,zneni,charakteristika,popis,zkratka,umap_x,umap_y
JJK-CJL-001-ZV9-010,Český jazyk a literatura,Rozlišuje komunikační funkce výpovědi a porozumí smyslu konkrétního neuměleckého textu.,"Zvolí a uplatní vhodné etické a funkční postupy pro danou komunikační sféru (styl), záměr a adresáta (např. argumentace na základě vhodných zdrojů, oslovení, tykání/vykání, naslouchání, vzájemný respekt). Diskutuje o variantách komunikačních výpovědí, které již zná (otázka, oznámení, výzva, prosba námitka ad.) a roztřídí je pomocí charakteristických znaků (např. doplnění o novou informaci, dosažení toho, co chceme). Analyzuje obsah i způsob sdělení (jazykové prostředky) a tyto znaky následně porovná se záměrem komunikační výpovědi (o co autorovi šlo). Svůj komunikační záměr popíše a adekvátně vyjádří.","Rozlišuje komunikační funkce výpovědi a porozumí smyslu konkrétního neuměleckého textu. Zvolí a uplatní vhodné etické a funkční postupy pro danou komunikační sféru (styl), záměr a adresáta (např. argumentace na základě vhodných zdrojů, oslovení, tykání/vykání, naslouchání, vzájemný respekt). Diskutuje o variantách komunikačních výpovědí, které již zná (otázka, oznámení, výzva, prosba námitka ad.) a roztřídí je pomocí charakteristických znaků (např. doplnění o novou informaci, dosažení toho, co chceme). Analyzuje obsah i způsob sdělení (jazykové prostředky) a tyto znaky následně porovná se záměrem komunikační výpovědi (o co autorovi šlo). Svůj komunikační záměr popíše a adekvátně vyjádří.",CJL,3.698269,21.107555
JJK-CJL-001-ZV9-005,Český jazyk a literatura,Rozvíjí své znalosti o skladbě a funkčně je využívá.,"aplikuje znalosti o větných členech (s výjimkou doplňku) při výstavbě textu  vhodně spojuje věty do souvětí a rozděluje složitá souvětí do jednodušších větných celků, obměňuje slovosled v souladu s vlastním komunikačním záměrem při tvorbě textu správně aplikuje pravidla syntaktického pravopisu ve vztahu k větným členům, větám jednoduchým, souvětím i celému textu  zhodnotí psaný nebo mluvený projev z hlediska skladby rozpozná odchylku a zvláštnost ve větné stavbě (nikoli terminologicky, ale rozpozná problematické místo) a navrhne vhodnější formulaci využívá poznatky z učiva o skladbě v mluvených písemných i projevech","Rozvíjí své znalosti o skladbě a funkčně je využívá. aplikuje znalosti o větných členech (s výjimkou doplňku) při výstavbě textu  vhodně spojuje věty do souvětí a rozděluje složitá souvětí do jednodušších větných celků, obměňuje slovosled v souladu s vlastním komunikačním záměrem při tvorbě textu správně aplikuje pravidla syntaktického pravopisu ve vztahu k větným členům, větám jednoduchým, souvětím i celému textu  zhodnotí psaný nebo mluvený projev z hlediska skladby rozpozná odchylku a zvláštnost ve větné stavbě (nikoli terminologicky, ale rozpozná problematické místo) a navrhne vhodnější formulaci využívá poznatky z učiva o skladbě v mluvených písemných i projevech",CJL,-3.439835,14.136396
JJK-CJL-001-ZV9-004,Český jazyk a literatura,Funkčně využívá znalosti o slovní zásobě a tvoření slov.,"S pomocí slovníku určuje původ slov.  Uvede příklady přejatých slov a dokáže je využít v mluveném i v písemném projevu se správnou výslovností a ve správné grafické podobě. Nahrazuje přejatá slova slovy domácího původu. Slova domácího původu s pomocí slovníku nahrazuje slovy přejatými. Rozpozná a funkčně využije nepřímá pojmenování, například v oblasti frazeologie a publicistiky. Rozšiřuje svoji slovní zásobu a využívá ji v mluvené i psané komunikaci.","Funkčně využívá znalosti o slovní zásobě a tvoření slov. S pomocí slovníku určuje původ slov.  Uvede příklady přejatých slov a dokáže je využít v mluveném i v písemném projevu se správnou výslovností a ve správné grafické podobě. Nahrazuje přejatá slova slovy domácího původu. Slova domácího původu s pomocí slovníku nahrazuje slovy přejatými. Rozpozná a funkčně využije nepřímá pojmenování, například v oblasti frazeologie a publicistiky. Rozšiřuje svoji slovní zásobu a využívá ji v mluvené i psané komunikaci.",CJL,-3.674667,13.895199
JJK-AJA-001-ZV5-001,Anglický jazyk,"Rozumí konkrétním informacím v jednoduchých, pomalu a zřetelně pronášených textech.","Porozumí krátkým a jednoduchým promluvám souvisejícím s osvojovanými tématy, jsou-li pronášeny pomalu a s pečlivou výslovností. Na základě poslechového textu přiřazuje obrázek na správné místo, určuje pořadí nebo doplňuje chybějící informaci.","Rozumí konkrétním informacím v jednoduchých, pomalu a zřetelně pronášených textech. Porozumí krátkým a jednoduchým promluvám souvisejícím s osvojovanými tématy, jsou-li pronášeny pomalu a s pečlivou výslovností. Na základě poslechového textu přiřazuje obrázek na správné místo, určuje pořadí nebo doplňuje chybějící informaci.",AJA,-7.3965497,17.705523
JJK-AJA-001-ZV5-002,Anglický jazyk,Rozumí jednoduchým krátkým psaným textům.,"Porozumění textu prokáže například vyhledáním požadované informace, odpovědí na související otázky, posouzením, zda jsou věty týkající se obsahu textu pravdivé, nebo ne.","Rozumí jednoduchým krátkým psaným textům. Porozumění textu prokáže například vyhledáním požadované informace, odpovědí na související otázky, posouzením, zda jsou věty týkající se obsahu textu pravdivé, nebo ne.",AJA,-6.513885,16.830364
JJK-AJA-001-ZV9-005,Anglický jazyk,Rozumí obsahu textů z každodenního života a vyhledá v nich potřebné informace.,"Vyhledává informace v materiálech každodenní potřeby a následně s nimi pracuje. Prokáže porozumění obsahu jednoduchého textu, který se vztahuje k jeho potřebám a zájmům (např. porovnává získané informace z různých zdrojů, samostatně vyhledává informace k zadanému tématu).","Rozumí obsahu textů z každodenního života a vyhledá v nich potřebné informace. Vyhledává informace v materiálech každodenní potřeby a následně s nimi pracuje. Prokáže porozumění obsahu jednoduchého textu, který se vztahuje k jeho potřebám a zájmům (např. porovnává získané informace z různých zdrojů, samostatně vyhledává informace k zadanému tématu).",AJA,3.9041421,14.61954
JJK-AJA-001-ZV9-001,Anglický jazyk,"Rozumí hlavním myšlenkám v mluveném projevu o známých tématech, je-li veden standardním jazykem.","Rozumí hlavním myšlenkám monologů i konverzací.  V konverzaci rozlišuje sdělení jednotlivých mluvčích.  Písemně nebo ústně prokáže porozumění různým typům mluvených textů v poslechových úlohách (např. formuluje odpověď na otázky, vybere správnou odpověď z nabízených možností).","Rozumí hlavním myšlenkám v mluveném projevu o známých tématech, je-li veden standardním jazykem. Rozumí hlavním myšlenkám monologů i konverzací.  V konverzaci rozlišuje sdělení jednotlivých mluvčích.  Písemně nebo ústně prokáže porozumění různým typům mluvených textů v poslechových úlohách (např. formuluje odpověď na otázky, vybere správnou odpověď z nabízených možností).",AJA,7.4302654,24.162218
JJK-AJA-001-ZV9-003,Anglický jazyk,Rozumí jednodušším audiovizuálně zpracovaným příběhům.,"Rozumí obsahu jednoduššího příběhu.  Písemně nebo ústně prokáže porozumění příběhu v poslechových úlohách (např. řadí jednotlivé části textu chronologicky, odhaduje další vývoj příběhu, příběh vypráví svými slovy).","Rozumí jednodušším audiovizuálně zpracovaným příběhům. Rozumí obsahu jednoduššího příběhu.  Písemně nebo ústně prokáže porozumění příběhu v poslechových úlohách (např. řadí jednotlivé části textu chronologicky, odhaduje další vývoj příběhu, příběh vypráví svými slovy).",AJA,4.950464,17.493507
JJK-AJA-001-ZV9-002,Anglický jazyk,"Rozumí hlavním myšlenkám obsahu v médiích na známá témata, pokud mluvčí hovoří relativně pomalu a srozumitelně.",Rozumí hlavním myšlenkám obsahu v médiích o známých tématech.  Písemně nebo ústně prokáže porozumění mediálně zpracovaného textu z oblasti svého zájmu. V poslechových úlohách přiřadí například obrázek nebo titulek.,"Rozumí hlavním myšlenkám obsahu v médiích na známá témata, pokud mluvčí hovoří relativně pomalu a srozumitelně. Rozumí hlavním myšlenkám obsahu v médiích o známých tématech.  Písemně nebo ústně prokáže porozumění mediálně zpracovaného textu z oblasti svého zájmu. V poslechových úlohách přiřadí například obrázek nebo titulek.",AJA,-7.2917767,17.600492
JJK-AJA-001-ZV9-004,Anglický jazyk,Rozumí návodům a pokynům z každodenního života.,"Rozumí daným instrukcím.  Písemně nebo ústně prokáže porozumění návodům a postupům podle zadání (např. seřadí instrukce podle správné posloupnosti, postupuje podle pokynů).","Rozumí návodům a pokynům z každodenního života. Rozumí daným instrukcím.  Písemně nebo ústně prokáže porozumění návodům a postupům podle zadání (např. seřadí instrukce podle správné posloupnosti, postupuje podle pokynů).",AJA,18.22867,13.070095
JJK-AJA-001-ZV9-007,Anglický jazyk,Rozumí obsahu jednoduchých uměleckých textů.,"Rozumí obsahu jednoduchých uměleckých textů. Písemně nebo ústně prokáže porozumění. Prokáže porozumění obsahu jednoduchého uměleckého textu podle zadání (např. řadí jednotlivé části textu chronologicky, odhaduje další vývoj příběhu, nahlíží příběh perspektivou různých postav).","Rozumí obsahu jednoduchých uměleckých textů. Rozumí obsahu jednoduchých uměleckých textů. Písemně nebo ústně prokáže porozumění. Prokáže porozumění obsahu jednoduchého uměleckého textu podle zadání (např. řadí jednotlivé části textu chronologicky, odhaduje další vývoj příběhu, nahlíží příběh perspektivou různých postav).",AJA,4.885456,17.561207
JJK-AJA-001-ZV9-006,Anglický jazyk,Rozumí hlavním myšlenkám a některým konkrétním informacím v jednoduchých odborných textech z oblasti svého zájmu.,"Rozumí hlavním myšlenkám a některým konkrétním informacím v jednoduchých odborných textech z oblasti svého zájmu. Prokáže porozumění obsahu jednoduchého textu, který se vztahuje k jeho potřebám a zájmům (např. porovnává získané informace z různých zdrojů, samostatně vyhledává informace k zadanému tématu).","Rozumí hlavním myšlenkám a některým konkrétním informacím v jednoduchých odborných textech z oblasti svého zájmu. Rozumí hlavním myšlenkám a některým konkrétním informacím v jednoduchých odborných textech z oblasti svého zájmu. Prokáže porozumění obsahu jednoduchého textu, který se vztahuje k jeho potřebám a zájmům (např. porovnává získané informace z různých zdrojů, samostatně vyhledává informace k zadanému tématu).",AJA,3.7853231,14.501766
JJK-AJA-002-ZV5-003,Anglický jazyk,Mluví v jednoduchých větách o osvojovaných tématech.,"Formuluje jednoduché věty o sobě a jiných lidech. Zapojí se do jednoduché konverzace, odpovídá na otázky a pokládá vlastní otázky týkající se známých témat.","Mluví v jednoduchých větách o osvojovaných tématech. Formuluje jednoduché věty o sobě a jiných lidech. Zapojí se do jednoduché konverzace, odpovídá na otázky a pokládá vlastní otázky týkající se známých témat.",AJA,0.04934564,8.32814
JJK-AJA-002-ZV5-004,Anglický jazyk,Napíše krátký text s použitím jednoduchých vět a slovních spojení z okruhu osvojených témat.,Jednoduše písemně popíše osobu nebo situaci. Napíše krátký text s použitím známých slov a frází.,Napíše krátký text s použitím jednoduchých vět a slovních spojení z okruhu osvojených témat. Jednoduše písemně popíše osobu nebo situaci. Napíše krátký text s použitím známých slov a frází.,AJA,-5.808542,25.047375
